text,complexity,domain,severity,tone,resolution_hint,requires_onsite
"I just sent an email to my colleague, but it didn't go through. I tried sending it again and it says 'the recipient is unreachable'. Help!",simple,email_communication,medium,urgent,Check the email address and try resending or contacting your colleague.,false
"I'm trying to sync my calendar on Google Calendar with Outlook, but it's not working. I've tried restarting both apps but nothing seems to work.",simple,email_communication,medium,calm,Check your calendar settings and make sure they're set up correctly for syncing.,false
"I'm having issues with Zoom meetings. When I try to join a meeting, it says 'connection timed out' even though my internet is fine. Any ideas?",simple,email_communication,medium,frustrated,Check your network settings and try joining the meeting again.,false
Outlook keeps crashing when I try to send emails from my laptop. This is super frustrating! I need help ASAP.,simple,email_communication,high,frustrated,Try restarting Outlook and checking for updates.,false
"Hi, I'm having trouble sending attachments in Gmail. Whenever I try to send a file, it just gets stuck on 'processing'. Help!",simple,email_communication,medium,confused,Check your attachment size and try re-uploading.,false
"I'm trying to schedule a meeting with my team on Teams, but I keep getting an error message saying 'cannot connect'. Anyone have this issue?",simple,email_communication,low,calm,Try restarting the Teams app and check your internet connection.,false
"Zoom video meetings keep disconnecting every few minutes. I'm using my office computer, which is usually fine...",simple,email_communication,medium,frustrated,Check your internet connection speed and try a different network.,false
"I'm having trouble syncing my calendar with iCloud on my iPhone. It just won't update, and I need it to work for an upcoming meeting!",simple,email_communication,high,urgent,Try resetting your iCloud calendar settings and updating the app.,false
I'm trying to send an email from Outlook but it's not attaching my Word doc. I've tried dragging and dropping and the 'insert attachment' button too.,simple,email_communication,low,frustrated,Check Outlook settings for blocked file types.,false
I'm having trouble syncing my calendar between Gmail and Teams. Can't figure out why it's not updating correctly.,simple,email_communication,medium,calm,Verify settings for both apps and try restarting them.,false
Zoom meeting invite not sending attachments. I've checked the formatting and it's perfect but nothing shows up when recipients open the email!,simple,email_communication,low,urgent,Check Zoom meeting invitation settings for attachment options.,false
I have multiple email accounts linked to Outlook and it's defaulting to the wrong one. How do I change the default account?,simple,email_communication,low,confused,Go to Outlook settings and select 'Default account'.,false
"Gmail won't let me attach a file over 5MB. I need to send a large zip folder, help!",simple,email_communication,low,frustrated,Use Gmail's 'Large File Send' feature or compress file size.,false
"Hi, I'm trying to send an email from Outlook but it's stuck in the outbox! Can someone help?",simple,email_communication,medium,frustrated,Check Outlook account settings for connection issues.,false
I'm having trouble attaching a file to an email in Gmail. It keeps saying the file is too large. Help!,simple,email_communication,low,calm,Upload attachments via Google Drive link instead.,false
I just got a Teams meeting invite but the calendar sync on my phone is wonky. Can someone fix this?,simple,email_communication,medium,frustrated,Re-sync calendar with Outlook or Google Calendar settings.,false
"I'm trying to join a Zoom meeting but my audio is not working. I've restarted the app and checked settings, still no sound.",simple,email_communication,medium,urgent,Disable and re-enable audio device in Zoom settings.,false
Why won't my Outlook calendar sync with my phone?! I've tried restarting both. Can someone help me out?,simple,email_communication,medium,frustrated,Check Outlook account settings for sync errors.,false
I'm having trouble sending an attachment via Outlook email. It's showing up as 'unknown file type' and won't send.,simple,email_communication,low,frustrated,Check the file extension is correct,false
I accidentally sent an email to the wrong team using Gmail. Is there a way to recall it?,simple,email_communication,medium,panicked,Use 'Undo Send' if enabled,false
Why can't I see the Teams meeting invite on my calendar? It's set to start in an hour.,simple,email_communication,low,calm,Check your calendar sync settings,false
My Zoom meeting was interrupted by a loud noise and now my audio is not working. Help!,simple,email_communication,medium,urgent,Check your audio settings and restart the meeting,false
I'm trying to sync my Google Calendar with Outlook but it's not updating. What am I doing wrong?,simple,email_communication,low,confused,Check your account settings and calendar permissions,false
"Hi, I'm having trouble sending emails from my Outlook account. It says it's connected but I keep getting an error message saying 'delivery failed' and my messages are stuck in outbox.",moderate,email_communication,medium,frustrated,Check SMTP server settings or contact IT for assistance with email configuration.,false
"When I try to schedule a meeting in Zoom, my calendar won't sync with Teams. It keeps saying 'scheduling conflict' but there are no other meetings at that time!",moderate,email_communication,medium,frustrated,Verify calendar settings and sync status in both platforms.,false
I'm trying to send a large file attachment via Gmail but it keeps saying 'file too large' even though I've checked the recipient's limit. What's going on?,moderate,email_communication,high,urgent,Check sending file size and consider using a cloud-based storage link.,false
"I've got multiple users affected: Sarah's emails aren't syncing between her Outlook and iPhone, while John's attachments won't download. I think it's related to IMAP settings...?",moderate,email_communication,medium,calm,Verify IMAP server settings and sync status for affected users.,false
"HELP! I was trying to join a meeting in Teams but my audio isn't working. The chat says it's connected, but nothing comes through when I try to speak. This is a disaster!",moderate,email_communication,high,panicked,Check audio settings and connection in Teams; try restarting the app if necessary.,false
"Outlook on my work laptop stopped updating calendar events. Tried restarting app and device, still not working.",moderate,email_communication,medium,frustrated,Check Outlook sync settings with Exchange server,false
Can't send attachments to teammates via Gmail. Getting error message 'file too large'. Same issue with Teams.,moderate,email_communication,medium,calm,Increase attachment limit or compress file sizes,false
"Zoom meetings keep getting interrupted by static and poor audio quality. Tried updating software, still issue persists.",moderate,email_communication,high,urgent,Check internet connection speed and update Zoom settings,false
Why is my Outlook not syncing contacts across devices? I just set up a new phone and it's not showing up.,moderate,email_communication,medium,confused,Verify account settings and password synchronicity,false
"Gmail not updating correctly, showing emails from days ago. Sent messages also delayed in sending.",moderate,email_communication,medium,frustrated,Clear browser cache and check Gmail account settings,false
"I'm having trouble sharing my calendar with my team on Teams. I see the option to share, but it's not updating on their end. 5 people are affected. This is really frustrating.",moderate,email_communication,high,frustrated,Check Teams calendar sharing settings and invite recipients again.,false
"I sent an email to my manager with an attachment, but the recipient says it's not downloading. I've tried re-sending and checking file size... still no luck. 1 person affected.",moderate,email_communication,medium,calm,"Verify email attachment size and format, then try re-sending.",false
I'm getting error messages when trying to sync my Outlook calendar with Gmail. It says 'syncing...' but nothing changes. 2 users affected. This is really messing up our team's planning!,moderate,email_communication,high,panicked,Check Outlook and Gmail settings for conflicting calendar sync methods.,false
"I'm having trouble sending emails to my clients via SMTP. The messages just keep failing to send, even after re-setting my password. 3 users affected. Can you help?",moderate,email_communication,medium,frustrated,Verify SMTP settings and authentication with IT support.,false
"I'm trying to schedule a meeting via Zoom, but it's not showing up in my calendar. 1 person affected. I've tried restarting the app... still no luck.",moderate,email_communication,medium,calm,Check Zoom meeting settings and ensure correct calendar sync.,false
Having trouble syncing my Outlook calendar with Gmail. Nothing's updating. Tried restarting Outlook and Google Drive.,moderate,email_communication,medium,frustrated,Check calendar settings for duplicate accounts,false
Help! I can't send attachments from Teams chat. Got a crucial file to share with my team. Any ideas?,moderate,email_communication,high,urgent,Verify attachment size limit and try re-uploading,false
Why is my Zoom meeting invite not sending to all recipients? Got a bunch of attendees waiting. Help me out.,moderate,email_communication,medium,calm,Check recipient email addresses for typos or invalid entries,false
Emails not loading in Outlook. Getting errors about IMAP settings. This is getting ridiculous.,moderate,email_communication,high,frustrated,Verify IMAP server settings and try disabling cache,false
"Gmail's auto-complete keeps suggesting incorrect contacts. Tried deleting cache, but no luck.",moderate,email_communication,medium,confused,Reset browser cookies and check contact sync settings,false
"I'm having trouble sending emails from my Outlook account. It's stuck on 'sending' and not moving. I've tried restarting the app, but nothing's working.",moderate,email_communication,medium,frustrated,Check SMTP server settings for any issues,false
"Hi, I'm having trouble sharing a calendar event with my team in Teams. When I try to invite them, it says 'permission denied'. Can someone help me fix this?",moderate,email_communication,high,urgent,Verify Team permissions and event settings,false
"I'm trying to attach a file to an email, but it's not showing up. I've checked the file size and type, both seem fine. Any ideas why this is happening?",moderate,email_communication,medium,confused,Check attachment format and email client settings,false
"I'm experiencing some connectivity issues with my Zoom meeting. Audio is dropping in and out, and the video is frozen. I've restarted the app multiple times.",moderate,email_communication,medium,frustrated,Check network connectivity and Zoom settings,false
"I'm trying to sync my Gmail calendar with Outlook, but it's not updating correctly. I've tried re-syncing multiple times without success.",moderate,email_communication,medium,calm,Check sync settings and calendar permissions,false
"hi, having trouble with my outlook account. emails aren't sending and i've tried restarting the app and checking settings",moderate,email_communication,medium,frustrated,check SMTP/IMAP settings for correct server info,false
help! teams meeting invite not sending to some attendees. they're not getting notifications and we need this meeting to happen today,moderate,email_communication,high,urgent,check Teams meeting settings for correct attendee list,false
"can't get my calendar to sync with outlook. i've tried updating my phone app and restarting the device, but nothing's working",moderate,email_communication,medium,calm,reset Outlook sync settings on your device,false
"gmail account not loading attachments. i've checked server settings and tried clearing cache, but still nothing",moderate,email_communication,medium,frustrated,check Gmail attachment settings for correct MIME types,false
"zoooom meeting not recording. i've checked my account and device settings, but nothing's working. this is for an important client meeting",moderate,email_communication,high,urgent,check Zoom meeting settings for correct recording options,false
"I'm having trouble sending attachments in Gmail. When I try to attach a file, it just hangs on 'processing' and never sends. This is affecting 3 users in our marketing team.",moderate,email_communication,medium,frustrated,Check attachment size and file type limitations,false
"Our company's Outlook calendar isn't syncing properly with our Google Calendar. Some events are missing or show up as duplicate entries, causing confusion for my colleagues.",moderate,email_communication,high,urgent,Verify calendar settings and try resetting sync credentials,false
"I can't receive emails from my boss on Outlook. It keeps saying 'server busy' or something, but it's not just her – 2 other people are having the same issue.",moderate,email_communication,medium,calm,Check SMTP/IMAP settings and server status,false
"Zoom meetings are freezing for all attendees, including myself. We're using Teams to schedule them, but it's causing a major meeting delay.",moderate,email_communication,high,panicked,Verify Zoom meeting configuration and check for software updates,false
I'm having trouble sending emails to a specific domain (.gov). It keeps saying 'delivery failed' with no clear error message. This is affecting 4 users in our sales team.,moderate,email_communication,medium,confused,Verify email content and try using an alternative SMTP server,false
"I'm having trouble syncing my calendar between Outlook and Gmail. Sometimes it updates fine, but other times it just doesn't reflect changes. Any ideas?",moderate,email_communication,medium,frustrated,Check calendar settings and ensure IMAP is enabled.,false
"I'm using Teams to chat with my team, but attachments aren't showing up for some users. We're all on the same platform. What's going on?",moderate,email_communication,medium,confused,Verify attachment settings and file type compatibility.,false
"I'm trying to schedule a Zoom meeting, but my invitee can't see the link in their email. We're both using Gmail accounts. Help!",moderate,email_communication,high,urgent,Check email client settings and ensure SMTP/IMAP configurations match.,false
My Outlook calendar is not updating properly. Some events are showing up twice or not at all. What's going on?,moderate,email_communication,medium,frustrated,Check for duplicate entries and sync issues with calendar providers.,false
"I'm getting an error message saying my email account is locked out due to too many login attempts. I know it's not me, but I can't access my emails.",moderate,email_communication,medium,panicked,Check account settings for suspicious activity and reset login credentials if necessary.,false
"I'm having trouble syncing my calendar across all devices, including my laptop, tablet, and phone. It's been an hour and I've tried restarting everything multiple times.",complex,email_communication,high,frustrated,Check IMAP settings and ensure correct calendar account synchronization.,false
"Our team's Zoom meeting was disrupted yesterday. We had 15 attendees, but half of them reported issues connecting or audio lagging. Can you investigate?",complex,email_communication,critical,urgent,Review Zoom logs and check for any firewall restrictions or network congestion.,false
"I'm trying to share a large Excel file as an attachment in Teams, but it's not sending. The file is 20MB, which I know is within the size limit. Help!",complex,email_communication,high,frustrated,Check team file upload settings and ensure correct file format.,false
"I've tried sending an email to our CEO, but it's bouncing back with a 'recipient blocked' error. This is the second time today it's happened. Please assist.",complex,email_communication,critical,panicked,Verify email recipient block settings and check if CEO's mailbox is compromised.,false
I'm experiencing issues with Outlook 365 searching for emails. It keeps returning irrelevant results and missing important messages. I've tried restarting Outlook and updating plugins.,complex,email_communication,high,confused,Review search query syntax and check for any plugin conflicts or corrupted index files.,false
Can't access outlook from my home pc anymore. Keeps saying authentication failed. Tried resetting password and everything else I can think of. Help!,complex,email_communication,high,frustrated,Verify account lockout policies and password reset procedures.,false
"Our team's shared calendar is a mess. Random events pop up, and people can't see each other's schedules. We have 20 users affected. Can someone please fix this ASAP?",complex,email_communication,critical,urgent,Re-sync shared calendar with Exchange server.,false
"I'm getting error messages when trying to attach files to Gmail emails. It says 'file too large'. I've tried compressing them, but it still doesn't work. Help me!",complex,email_communication,high,frustrated,Increase attachment size limit or use Google Drive links.,false
"I have a meeting scheduled in Zoom, but my Teams calendar doesn't reflect the invite. We have 15 attendees affected. Can someone please investigate this?",complex,email_communication,high,confused,Verify Zoom and Teams integration settings.,false
"We're experiencing issues with SMTP relay on our server. Users are getting bounce-back emails, thinking they're not sending properly. Impacting 12 users in production. We need this resolved ASAP!",complex,email_communication,critical,urgent,Check SMTP configuration and relaying settings.,false
I'm trying to sync my calendar between Outlook and Teams but it's not working. I've tried restarting both apps multiple times with no success. Please help!,complex,email_communication,high,frustrated,Check SMTP/IMAP settings for calendar sync.,false
I'm having issues with large attachments in Gmail. It seems like they're not sending or even being received properly. Any ideas?,complex,email_communication,critical,urgent,Verify attachment size limits and compression settings.,false
"I'm trying to set up a meeting with someone using Zoom, but every time I try to invite them it says the invite link is invalid. I've checked my account and everything looks good.",complex,email_communication,high,confused,Check Zoom meeting settings for incorrect invite links.,false
My company's email server is down and I'm unable to access my inbox. This is affecting several departments already. We need this resolved ASAP!,complex,email_communication,critical,panicked,Verify email server status and troubleshoot connectivity issues.,false
I'm having trouble with Outlook's default font changing randomly on my laptop. It only happens when I'm using the calendar view. Any ideas why this might be happening?,complex,email_communication,high,calm,Check Outlook font settings and registry entries for conflicts.,false
I'm getting locked out of my work laptop every time I try to log in. It says 'wrong password' even though I know it's correct.,simple,identity_access,low,frustrated,"Try resetting your password, then try logging in again.",false
I'm having trouble getting my company email on my phone. It keeps asking for MFA verification.,simple,identity_access,medium,calm,Check your Okta settings to ensure MFA is enabled for your device.,false
"I just got a new role and I'm supposed to have access to certain folders, but I don't see them in my file explorer.",simple,identity_access,low,confused,Verify your group membership using Active Directory Users and Computers.,false
"When I try to log in to our company's SSO portal, it says my account is locked. I know I didn't lock it myself.",simple,identity_access,medium,urgent,Check your account lockout policies and try unlocking your account through the company's SSO portal.,false
I'm having trouble joining a new domain group. It keeps saying I need to be verified by our Okta admin.,simple,identity_access,low,calm,Verify that you're listed as a member in the Okta directory and reach out to your admin for assistance.,false
I'm having trouble logging in to our Okta dashboard after setting up MFA on my laptop. Keeps saying 'invalid credentials',simple,identity_access,medium,frustrated,Try re-enrolling device and updating Okta app,false
"I forgot my password, tried resetting it but getting an error message saying 'account is locked out'. What's going on?",simple,identity_access,low,calm,Check account lockout policy and try again after 15 minutes,false
"I'm trying to access a restricted resource on our Active Directory, but it says I don't have the necessary role permissions. Can you help?",simple,identity_access,medium,confused,Verify role membership and check access controls,false
I'm getting an error message saying 'LDAP connection timed out' when trying to sync my email calendar. What's going on?,simple,identity_access,low,calm,Check network connectivity and try restarting LDAP service,false
I'm having trouble signing in to our company's SSO portal. It keeps saying 'user not found' even though my account is active. Help!,simple,identity_access,medium,frustrated,"Verify username and password, then try re-authenticating",false
I'm trying to log in to our application but I keep getting an error saying 'invalid username or password'. I know my password is correct!,simple,identity_access,medium,frustrated,Check account lockout policy and ensure no recent incorrect login attempts.,false
Okta won't authenticate me even though my credentials are correct. Can you please help?,simple,identity_access,low,calm,Check Okta login history and clear any unnecessary sessions.,false
Why is my account locked out again?! I just changed my password. Please help ASAP!,simple,identity_access,medium,urgent,"Check the lockout time and duration, and reset if necessary.",false
I'm getting an error message when trying to access a shared drive. Error says 'access denied' even though I have permissions.,simple,identity_access,low,confused,Verify role membership and ensure correct group permissions.,false
I'm unable to log in to our company's AD portal. It says 'user account has been disabled'. How do I reactivate it?,simple,identity_access,medium,panicked,Check with admin for account disable reason and re-enable if necessary.,false
Help! I'm getting locked out of my computer every hour due to incorrect password attempts. How do I reset my account?,simple,identity_access,medium,frustrated,Try resetting your password in Active Directory.,false
I just enabled MFA for my Okta account but now I'm having trouble accessing our company's SSO portal. Any ideas?,simple,identity_access,low,calm,Try re-authorizing the SSO app in your Okta settings.,false
I'm trying to access a restricted folder but I keep getting permission denied. What role do I need to have?,simple,identity_access,low,confused,Check your LDAP groups and try re-authenticating.,false
I'm having trouble logging in to our company's AD. I keep getting prompted for a second factor authentication despite MFA being enabled.,simple,identity_access,medium,urgent,Try disabling and re-enabling MFA in Active Directory.,false
I've been trying to access our company's Active Directory but it keeps saying my username is invalid. I know the password!,simple,identity_access,low,panicked,Check your capitalization and try retrying with the correct case.,false
Account locked out again! Last time I checked my laptop was fine but now it says password is wrong... can you help?,simple,identity_access,medium,frustrated,Reset account lockout count and confirm login attempt.,false
"Hi, I'm trying to set up SSO with Okta for our team but the error message is 'Invalid username or password'... what's going on?",simple,identity_access,low,calm,Verify username and password format matches Okta requirements.,false
Can you help me troubleshoot why my laptop won't log in via VPN? It says 'Account not found'... I know my credentials are right!,simple,identity_access,medium,confused,Check LDAP directory for duplicate accounts or expired certificates.,false
I'm getting a 'Your account is locked out due to incorrect password attempts' error message and I didn't even try! Can you reset it?,simple,identity_access,medium,urgent,Reset account lockout count and confirm login attempt.,false
I'm having issues with MFA prompts popping up randomly on my desktop. I haven't even triggered a prompt! Can you help me turn it off?,simple,identity_access,low,calm,Verify MFA settings and disable temporary prompts if configured.,false
help! i cant log in to our okta portal - keeps saying my password is incorrect,simple,identity_access,medium,frustrated,check your caps lock and try again,false
ive been getting locked out of my workstation all morning - says its a ldap issue,simple,identity_access,low,calm,try restarting your laptop to clear the LDAP connection,false
why cant i access our company sso portal? it keeps saying i need mfa enabled,simple,identity_access,medium,confused,check your MFA settings in the Okta admin panel,false
ive been trying to login to our active directory all day and its just timing out,simple,identity_access,medium,frustrated,try restarting the DC server or check for network issues,false
i cant access our sharepoint site - it keeps saying i dont have permissions,simple,identity_access,low,calm,check your role membership and try logging in again,false
"Hi, my AD account is locked out again! This is the third time this month. Can you please help me?",simple,identity_access,low,frustrated,Check for incorrect login attempts and reset account if necessary,false
I'm having trouble accessing the company's OKTA portal. It keeps telling me my credentials are invalid.,simple,identity_access,medium,confused,Verify Okta login URL and ensure correct username/password combination,false
"I'm trying to set up SSO for our new project, but I'm stuck on the LDAP config. Can someone guide me through it?",simple,identity_access,low,calm,Provide detailed instructions or screenshots for SSO setup,false
Urgent help needed! My AD account is locked out and I'm unable to access our VPN. What's going on?,simple,identity_access,medium,urgent,"Check for suspicious login attempts and reset account if necessary; also, check VPN connection settings",false
"I'm trying to get access to our CRM system, but I'm not seeing the 'Manager' role. Can you check my AD groups?",simple,identity_access,low,confused,Verify user's AD group membership and ensure correct role assignment,false
"Hey, I'm having trouble logging in to our application. It says my password is wrong even though I just changed it 30 minutes ago. Can you please help?",simple,identity_access,medium,frustrated,Check your account lockout policy,false
"I'm trying to access a new report on our intranet, but it says I don't have the necessary permissions. Can you give me permission?",simple,identity_access,low,calm,Check your role membership and try again,false
"My phone can't get on our VPN anymore. It was working fine last week, but now it just says 'authentication failed'. Can you help me with the problem?",simple,identity_access,medium,urgent,Check your MFA configuration and try again,false
"I'm trying to reset my password for our company portal, but it keeps saying 'invalid credentials'. I know my old password is correct, so why isn't it working?",simple,identity_access,low,confused,Check your password reset history and try again,false
"I'm trying to access our shared drive, but it says I don't have the necessary permissions. Can you check my permissions and add me if I need it?",simple,identity_access,medium,calm,Check your group membership and try again,false
"Hey, I'm getting locked out of AD multiple times a day. Last time it happened, I had to wait 10 minutes for the help desk.",moderate,identity_access,high,frustrated,Check MFA settings and ensure correct AD group membership,false
"Hi, I'm trying to set up SSO with Okta but it keeps failing. Error message says 'invalid credentials' when I know my login is correct.",moderate,identity_access,medium,calm,Verify Okta user and app configuration for proper SSO setup,false
"Ugh, I just got locked out of my laptop because the admin account is frozen! What do I do now?",moderate,identity_access,high,frustrated,Check AD account status and request unlocking assistance if needed,false
I'm trying to troubleshoot an issue with my role-based access. I think it might be related to the new LDAP config we did last week.,moderate,identity_access,medium,confused,Verify LDAP configuration and re-check role membership for accurate access,false
"Help! I'm getting an error message saying my password is expired, but it's not. This has been happening all day.",moderate,identity_access,high,panicked,Check AD account settings and ensure correct password expiration schedule,false
"Hi, I'm having trouble logging in after implementing MFA. It keeps saying 'invalid credentials'. I've tried resetting my password and the issue persists. Please help!",moderate,identity_access,high,frustrated,Check MFA settings for incorrect authentication credentials,false
I'm trying to access an old app but it says 'access denied'. I'm sure my role hasn't changed. Can someone help me figure out why this is happening? It's really holding up our workflow.,moderate,identity_access,medium,calm,Verify role membership and app permission settings,false
"Uh, help! Our entire dev team is being locked out of the system because Okta says 'invalid username or password'. We've tried everything to reset our passwords but it's not working.",moderate,identity_access,high,urgent,Check Okta for multi-factor authentication requirements,false
"Hey, I just noticed that my account was disabled and I have no idea why. I haven't received any notifications or warnings. Can someone please investigate and reactivate it? This is causing a lot of delays.",moderate,identity_access,medium,confused,Check account disablement reasons and notification settings,false
I'm trying to set up SSO for our new acquisition but it's not working. We're getting errors about LDAP authentication. Can someone help me troubleshoot this? It's really important we get this sorted ASAP.,moderate,identity_access,high,frustrated,Verify LDAP configuration and SSO setup requirements,false
I'm getting locked out of my laptop every hour due to MFA issues. It says I need to reset my password but it won't let me. Help!,moderate,identity_access,high,frustrated,Check MFA settings and ensure device is registered correctly.,false
We have 5 users who can't access our internal tools due to some LDAP issue. Error message says 'invalid credentials'. Can you help us troubleshoot?,moderate,identity_access,medium,calm,Verify user credentials and check LDAP server logs for any issues.,false
I'm having trouble accessing our Okta dashboard. It keeps saying 'login attempt blocked due to suspicious activity'. I haven't done anything wrong! Please help me get in!,moderate,identity_access,high,urgent,Check Okta activity logs for any unusual login attempts and reset password if needed.,false
One of our team members can't access their role-specific applications due to an account lockout. Error message says 'too many failed login attempts'. Help us resolve this ASAP!,moderate,identity_access,medium,frustrated,Check account lockout policy and reset password if needed to regain access.,false
We're experiencing issues with SSO (Single Sign-On) for our new application. Users can't authenticate even though their credentials are correct. Can you assist us in resolving this?,moderate,identity_access,medium,calm,Verify SSO configuration and check authentication logs for any errors.,false
I'm trying to access our CRM but keep getting prompted for MFA even though I've got the correct credentials and it's not my first login. Help!,moderate,identity_access,medium,frustrated,Check MFA configuration and ensure user is enrolled in the correct factors.,false
I've noticed that one of our team members can't access certain reports in SharePoint because they're missing a specific role. How do we grant them access?,moderate,identity_access,medium,calm,Check the user's role membership and ensure they are assigned the necessary permissions.,false
I keep getting locked out of my laptop because Okta thinks I'm trying to login from an unusual location. Can you please fix this ASAP?,moderate,identity_access,high,urgent,Adjust the user's IP whitelisting settings in Okta to allow access from their current location.,false
I'm having trouble accessing our Active Directory. I can RDP into my machine but cannot browse or search for users. Any ideas?,moderate,identity_access,medium,confused,Verify the user's credentials and ensure they have necessary permissions to access AD.,false
I'm trying to troubleshoot an account lockout issue for one of our users. They've tried password reset but it didn't work. Can you assist?,moderate,identity_access,medium,calm,Check the account lockout policy and ensure the user's account is not locked out due to excessive login attempts.,false
"Having trouble logging in, keeps saying my password is incorrect when I know it's right.",moderate,identity_access,medium,frustrated,Check for typos and try again or reset password,false
"Hi, I'm having issues with single sign-on (SSO). Every time I try to access our sales app, it asks me to login again.",moderate,identity_access,medium,calm,Verify SSO configuration and check for any app-specific settings,false
"I'm getting locked out of my account every hour or so. It says I need to answer security questions, but I already did! Can someone help?",moderate,identity_access,high,frustrated,Check for MFA issues and verify account lockout policies,false
"I'm trying to access a shared drive, but it says I don't have permission. I've been working on this project all week!",moderate,identity_access,medium,urgent,Verify role membership and check for any permissions issues,false
"I can't connect to our Okta instance. It says it's down for maintenance, but I need access now. Any ideas?",moderate,identity_access,medium,frustrated,Check Okta status and try alternative login methods if available,false
users in finance department reporting unable to log into okta due to incorrect password. tried multiple times. all devices and browsers same issue,complex,identity_access,high,frustrated,check Okta password policy and ensure users' passwords are not locked out,false
our sso setup is causing role based access issues. some users can't see certain folders even with correct credentials. please help,complex,identity_access,critical,urgent,check SSO configuration and ensure role-based access permissions are correctly set,false
account lockout after multiple failed login attempts. user is stuck outside the network trying to access vpn. what's going on?,complex,identity_access,high,panicked,check account lockout policy and ensure user's credentials are not locked out,false
"ldap sync issue causing issues with outlook sync. some users' calendars not updating correctly. tried restarting services, still no luck",complex,identity_access,high,frustrated,check LDAP sync logs and ensure Outlook calendar syncing is properly configured,false
"mfa authentication failing with error message 'invalid credentials'. tried resetting mfa tokens, still getting same issue. very concerned about security",complex,identity_access,critical,alarmed,check MFA configuration and ensure valid credentials are being used for authentication,false
"Hi team, I'm getting a lot of account lockouts due to MFA issues. It happened suddenly and no one seems to know why. Multiple users are affected.",complex,identity_access,critical,frustrated,Investigate AD password policies and MFA configurations for anomalies.,false
Urgent help needed! Okta is not authenticating users when they're on our VPN. This affects 20+ people who can't access apps. Please assist ASAP.,complex,identity_access,urgent,panicked,Verify VPN configuration and Okta SAML settings for compatibility issues.,false
Our LDAP directory is showing inconsistencies with user roles. Users are reporting they can't access certain systems even though they have the necessary permissions.,complex,identity_access,high,confused,Reconcile LDAP data against AD and verify role assignments for discrepancies.,false
Multiple users are complaining that their accounts got locked out due to incorrect passwords. This is happening despite our password policy enforcement. Help!,complex,identity_access,critical,frustrated,Audit account lockout policies and password attempts for unusual patterns.,false
I'm having trouble setting up SSO with our new cloud app. Getting an error message saying the service principal is not found. Please assist in resolving this issue as it's affecting 5 users.,complex,identity_access,high,calm,Verify service principal name and ensure correct Azure AD tenant selection for SSO configuration.,false
"Hi, our entire sales team is unable to access their email due to AD authentication issues. We've tried restarting Outlook, but nothing's working.",complex,identity_access,critical,frustrated,Verify SSO integration with Exchange server,false
"I'm getting 'access denied' errors when trying to RDP into our dev environment. AD says my account is locked out, but I know I changed my password yesterday.",complex,identity_access,high,confused,Check account lockout policies and MFA configurations,false
Our Okta login is down! Users are getting errors when trying to access SSO-protected apps. Can someone please fix this ASAP?,complex,identity_access,urgent,panicked,Restart Okta services and verify app configuration,false
I'm having trouble authenticating to our SharePoint site due to an LDAP directory issue. It's impacting multiple teams and causing delays.,complex,identity_access,high,calm,Verify LDAP directory synchronization with Active Directory,false
"We're experiencing issues with account role assignments. Users are not seeing the correct permissions, and it's causing problems in our production environment.",complex,identity_access,critical,frustrated,Check role-based access control configurations and assignement policies,false
"Hi, my entire sales team is locked out of our Okta portal and can't access customer data. Please help ASAP.",complex,identity_access,critical,urgent,"Check Okta logs for unusual login attempts, then unlock users.",false
I'm trying to troubleshoot an MFA issue where users are prompted to re-authenticate constantly. It's driving them crazy! Any ideas?,complex,identity_access,high,frustrated,Verify MFA server settings and check for conflicting authentication configurations.,false
We're experiencing weird AD group membership issues where users are getting stuck in loops of nested groups. Any ideas? It's really slowing us down!,complex,identity_access,high,frustrated,Run an LDAP query to identify the problematic group and adjust permissions accordingly.,false
"Our SSO setup is failing due to a certificate issue. We're in production, please help us get back online ASAP!",complex,identity_access,critical,urgent,Re-import the certificate and update the SSO configuration.,false
"I'm trying to set up role-based access controls for our new application, but AD doesn't seem to be applying the permissions correctly. Can you help me troubleshoot?",complex,identity_access,high,confused,Verify the role assignments and group membership in Active Directory.,false
"Hi, our AD account lockout policy is causing issues for 15 users in production. Users are complaining about frequent password reset prompts. Can you please investigate and fix ASAP?",complex,identity_access,critical,urgent,Check AD logs for lockout reasons and update policy rules.,false
I'm getting an MFA authentication error when trying to access our Okta dashboard. It says 'invalid credentials' despite correct login details. Help! I need access ASAP,complex,identity_access,high,frustrated,Verify MFA setup and ensure correct password entry.,false
We're experiencing LDAP authentication issues for 20 users in our dev environment. They can't log in to their accounts even after retrying multiple times. Can you assist?,complex,identity_access,high,calm,Check LDAP server logs and DNS configurations.,false
"I'm unable to access our SSO portal due to a role-based access issue. I have the necessary permissions, but it's not working as expected. Can you fix this ASAP?",complex,identity_access,critical,urgent,Verify user role assignments and SSO configuration.,false
"We've got an issue with account lockouts for 12 users in our QA environment. They're getting prompted to reset their passwords constantly, and it's causing delays. Can you help resolve this?",complex,identity_access,high,frustrated,Investigate lockout reasons and update AD policy rules.,false
I'm getting a connection timeout error when trying to query our MongoDB database. It just started happening about an hour ago. Any ideas what's going on?,simple,database,medium,frustrated,Check your connection pool settings,false
"I'm trying to run a SQL query on our PostgreSQL database, but it's taking forever. Is there a way to speed up the query? I've tried indexing the column, but that didn't help.",simple,database,low,calm,Try adding an appropriate join or re-indexing your columns,false
